text,label
<user> girl fuck you too 😂 🖕 🗣,normal
lol fuck no let that shit spread around africa and kill as many nigger apes as possible,hatespeech
dam shit sad if your for african american people you are president they look for ways to impeach you but if you are white for illegal immigrants nothing happens america is racist it ll never change were facing extinction they hate us for what they have done to us,normal
<user> ban internet is a human right violation wow rape of women loss of house and motherland that kashmiri hindus faced due to islamist jehadis is not a human right violation clap for tg,normal
saudi arabia who behead more people than isis is welcome in uk jihadis are welcomed back in uk conservative journalists in their <number> are terrorists deported denied entry in uk trump is vilified moslem khants say he not welcome in uk he is welcome to the uk asylum hahahahahahahahahha,normal
back to the old you can not say nigger in a rap unless you are black thing not even if you call yourself ninja and have blue hair,normal
why do you pretend to promote right wing morality while being a disgusting nigger fucking sodomite i am genuinely perplexed by this is it just a desire to be edgy and offensive would you not be a leftist if it was still considered outrage inducing to be so,offensive
what did he mean by this <number> days before a spic does a shooting,offensive
apple watch series <number> available in titanium black and white and ceramic new nike models as well apple event apple watch apple,normal
my dad a weird ass bitch,normal
meryl streep in little women 🥺,normal
fucking nigger me up the asshole with a hotrod nigga,offensive
fuck you all faggot ass niggas,offensive
yes gurl fuck u fake ass hoe,offensive
rosie o ching chong wing wong i hate chinks donnell,hatespeech
ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while,hatespeech
sprinkling adderall on my morning bagel hi i am calling to schedule an outlook meeting with your director if you could return my call,normal
god rest the man soul one question how many muzzies die on the street,hatespeech
fat niggas with dreads be looking like big ass dykes,offensive
tw homophobia me vs hating myself because im queer and poly more likely than you think,normal
<user> <user> stacey dash commits black on white violence against her white husband,normal
i would not knowingly patronize any place especially a food or drink store where muzzies are i try to stay as far as i can from those murderous goat phucking freaks i bet they serve with the same hand they wipe their ass with,hatespeech
some more heeb degeneracy,normal
i can not believe stuart varney had those two obnoxious negresses diamond silk on his show this morning i am glad they like and support trump but i just can not stand listening to them,hatespeech
before anyone passes judgement i wanna let it be known that im <percent> trailer trash,normal
that white devil ain t low 😒,offensive
typical muzrat tactics think they are in a good position they spew their hate but when faced with strength they roll on their back,hatespeech
<user> ideal image girl it was full of white oriole so i wasn t surprised but i figured since they claimed to have the laser i would be good they were so dramatic i about it too like i will never go there again,normal
you forgot the part where a faggot zero fucked some nignog from africa who had fucked some other nignog who fucked a monkey b then american women started fucking these faggots and then fucked normal men and smuggled the virus from fags and junkies to regular people,hatespeech
this spic thinks he someone,hatespeech
<user> <user> <user> <user> <user> juanita broderick was raped so are you saying she wasnt a victim,normal
most criminals in france are moslem or from some shit hole in africa so,hatespeech
if you are a white lady who ready to call me a nigger but in a loving way hit me up ❤️,normal
<user> help i am retarded idk what it mean,offensive
game over kike suddenly you have amnesia i would say where we met and talked i do not want to broadcast it so you have dirt on me anyways identity very confirmed hoe,hatespeech
why is it that we always hear about how rain depresses nigger voter turnout but they will go out in a hurricane to loot and steal shit,hatespeech
has this nigger looked in the mirror lately,hatespeech
♫ rows and flows of golden hair and beaner border walls in the air and shitlord bannon everywhere i have looked at trump that way i have looked at trump from both sides now from up and down and still somehow it trump illusions i recall i really do not know trump at all ♫,hatespeech
<user> i aint talking bout you negro,normal
<user> like here when they call a white shooter a mentally disturbed gunman but anyone non white is a terrorist yet our fake president and his followers seem to think the immigrants are bringing violence,normal
his english periscope was awful apparently his chinese one was much better and had 1 6 m watching i do not speak gookanese though so be funny to see how this plays out with chink whales putting stops every <number>,hatespeech
<user> <user> i am not accusing anyone of anything but when some things are said you know it embedded in racism ok so she is accusing people of racism btw as all americans consider themselves immigrants this phrase is not racist and it been used at me a white guy,normal
how do you remove history he was homosexual and you want to white wash the character with not one but two girls reader discretion is advised,normal
it time for that nigger hobbit valerie jarrett to be taught life hardest lessons,hatespeech
anyway ladies and femme adjacent folk if you ever need to feel empowered enough to fight literally anyone and generally be a colossal bitch please give panty and stocking a go or at least listen to the soundtrack,normal
i want a taser so i can just tase this hoe,offensive
new orleans already got a reputation for violence you all want ppl to attack the tourists now,normal
why do ii hate you damn it just too many reasons,normal
stop being lazy and write some real jokes instead of just saying paging doctor faggot lol he said a slur therefore its funny,normal
some ideas for protest chants i am gay horse eat hay i am a jew i dropped out of school faggots make some noise nazis do not deserve a voice i have teeth i have teeth my father is distant we must remain resistant,offensive
seen hustlers today n i just wanna say that white bitch was annoying throwing up every <number> seconds 😴 🙄 if u can not deal get out the game biitch ‼️,offensive
<user> <user> <user> if the firefighters were as white and useless as zaid in seeing the situation in front of them yes i d tell them not to fuck with my house because they d probably help burn it down,offensive
male feminists white knights secretly think women are retarded so it makes sense to infantilize their choices,normal
<user> honestly if god is real that mfer needs to send another flood or something this shit is just straight monsterous add white americans obsessed with anime to the deadly sins list,normal
no i fucking do not so why was he panicking i hate you shitty hair you do not fucking hate me asshat the smirk disappeared into another face of anger his right arm pointing a sharp finger towards katsuki,normal
<user> cus yall some faggots 🤮,offensive
here is a quote from the wire that i wish every gang banger in the ghetto would read you know what the most dangerous thing in america is right a nigger with a library card,hatespeech
you must be a faggot a kike or both fuck off back to twitter you fragile cocksucker,hatespeech
<user> right you play ps4 you faggot,offensive
<user> fuck the alphabet community lmao bunch of faggots,offensive
<user> hey you socialist cocksuckers make sure you protect all of the little limp wristed left wing faggots from mean scary words,offensive
why are playstation stans such faggots,offensive
weirdo ass hoes,offensive
some of you all really letting a nigga in a maga hat tell you about our lord and savior lmao go away in <number> pls,normal
do not get me wrong i am a hoe for all of them but oof hoseok brings something out of me i never thought i had,normal
mfs called me boujee and told me i talk like a white girl 🙄 sorry your ghetto ass does not know proper english and have zero class,normal
<user> multiple jews and <number> minorities in that picture some white nationalists huh lmao,normal
you know you poppin when they wanna feel and act like dey celibent my nigga yu a faggot you gay bitch my nigga you a dike my nigga you suck dick get popped nigga nokap,offensive
i just my new white performance shoes and my friend goes and spills fruit punch on it like,normal
<user> i live in new york this is against our first amendment rights we have illegal aliens that have raped murdered stolen identities stabbed robbed imported drugs and trafficked women and children they should not be here nor should people that call them out be penalized,normal
that fuckin beaner guard is an illegal and they was gonna have him kill paddock before and prevent the massacre then praise illegals in the news as heros but he brown so he fucked it up im calling it,hatespeech
in a massachusetts a moslem scum is running for office while a member of terrorist group cair,hatespeech
be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general,hatespeech
imagine being so disconnected that youd think a dickies work shirt and some black pants are comparable to a fur suit imagine crying about optics while writing for a site that screams nigger in every title like a <number> year old on xbox love who d just found 4 chan,offensive
<user> <user> if you do your research you will learn that more white people collect abuse the system the take away is that this stereotype being perpetuated by the right wing that it primarily people of color and immigrants is dead wrong,normal
<user> <user> <user> <user> <user> <user> <user> unfortunately people will get offended <percent> of them white people getting offended for blk people,normal
<user> <user> <user> refugee issue nothing to do with with immigration policy they are two different things the eu want to determine where refugees get to live with nil consideration of international treaties,normal
<user> as a hillbilly this isnt offensive at all scientology has more aspects to its development,normal
<user> <user> <user> and you can be racist to everyone by basically saying all white people are racist because of their skin colour is racist itself you need to stop and think,normal
regina george can say dyke she has my dyke card,normal
it was then that gay retard world revealed itself to me,offensive
<date> is a tuesday the hefty pric ei must pay to see svt live,normal
however now that gay men are being called transphobic you clutch your pearls first they came for the lesbians and i did not speak out because i wasn t a lesbian then they came for all women who dared to question and i did not speak out,normal
zionism is the epitome of evil we must demand that the us congress ceases the funding of the atrocities committed by zionists against palestinians gazans lebanese any other muslim country or people iran will never bow to israel or saudi arabia the world will not either,normal
they all look amazing,normal
are the dykes on tik tok having beef,offensive
my classmates sniggered i remembered getting somewhat offended but i shrugged it off what they do not get i am making assumptions at this point is how significant it is to have a queer singer singing a queer song for queers for queer empowerment,normal
<user> <user> <user> any race other than white are considered poc if asians are just asians then blacks are just blacks mexicans are just mexicans and so on,normal
do not forget to kill yourself,normal
my paki muslim neighbour just got a job as a traffic warden i said what wrong mate were you unhappy that people did not hate you enough,offensive
eli lake was on the special report panel tonight he generally fair to trump but he was in full talmudic rage tonight ripping on trump at every opportunity i suspect cohn ouster along with the tariffs has ruffled the feathers of the kike community,hatespeech
so i had the radio on and a long commercial came on it was entirely in wetback spick speak,offensive
there were not but <number> kikes that left europe during the war per the european jewish congress in <number> no one is sure if they died or left the <number> gorillion is another kike lie,hatespeech
zio trumps job promises are lies a study by the pro immigration group fwd us reveals an amnesty to daca recipients wld mean the hundreds of thousands of illegal beaners currently holding jobs in the u.s. wld be able <number> remain at those jobs rather than those opportunities opening up <number> white americans,hatespeech
she wasn t elected there is no world in which a dyke could be elected in serbia it was a theresa may situation the previous pm resigned and she got in,hatespeech
fuckin hippo doppelgänger negress,hatespeech
yeah i already knew oprah was a cunt a stink n fat sheboon cunt,hatespeech
it ll probably be some fat negress in a nursing home anyways so fuck em both,hatespeech
this is a confirmed kike demanding you click on it kikey unsecured link this allows the kike to view personally identifiable info on you entirely unsecured demand https boycott niger jewess,hatespeech
new single called freak bitch dropping <number> <number> it one of them jawns u keep on repeat on 🤟 🏾,normal
donate to julián castro and also fund abortions okay i am logging off bye,normal
let me go and watch power because you niggers have no respect,hatespeech
it sounds like a kike to me i doubt that is even her photo or it a female <happy>,hatespeech
if u order an almond milk cappuccino i automatically hate you,normal
send a bad bitch back where she came from,offensive
your boy a fraud and his bitch lame <user>,offensive
if i get another phone call i am turning this hoe off till tomorrow,normal
illegal alien because i can fascists tucker,offensive
no i do not want to be your homie no we not friends no i do not wanna blow tree with you kill yourself,normal
you know chris brown the shit when you see multiple dykes grinding and winding and screaming for him,normal
<user> did she show solidarity with the white farmers who are being brutally raped and murdered en masse,normal
<user> yes it should be then i could fuck your piss filled faggot cunt,offensive
having hoes is a sport dominated by females,offensive
oh you tough nigga but you <number> deep i got <number> lions with me you got <number> sheep,normal
denny hey bitch,offensive
without kd gsw would have <number> championship they need that nigga badly,normal
how hoes be whole ass adults and cant drive,offensive
put the thooka down pussy nigga put yo fist up,normal
karmas a bitch and she aint pretty 😪,normal
fuck if you gonna run on first get more blockers if not throw that bitch,offensive
i do not trust none of u hoes,offensive
set my lil brother bail at half a mill rat ass niggas,normal
<user> i will unfollow until joker comes out please dont kill yourself by then,normal
i hate faggot ass niggas,offensive
<user> <user> it is not a fake id it is a parody a jihadi like you would not get it go suck it,offensive
<user> <user> you certainly do not know the meaning of refugee do not you no one is targeting indian muslim or asking them to move law is targeted against illegals muslim i do not know you are idiot or ignorant who cannot differentiate things,normal
high iq but still retarded,offensive
this nigga andrew luck upped and retired right before the season 😂,normal
these niggas be so weird out young and old do not know how to approach a female,normal
bunch of queers,offensive
they certainly learned the art of taqiyya quite well from their moslem overlords,normal
<number> pikey is worth <number> pakis,normal
look at all the shootings of muslimes in canada,offensive
<number> probably working <number> hours a day just to survive <number> probably being a soldier on the eastern front <number> probably shooting a nigger who just tried to rob me,hatespeech
you just know quentin tarantino is a secret roof korean that stockhomie syndrome sufferer probably goes to his roof every night and shouts nigger at the top of his lungs until the wee hours,hatespeech
i love boom booms too faggots,offensive
lol white people who hate cops but dont live in the ghetto amuse me so much every one of yall acab black flag niggas shi look like a bag of mayo with blue veins running thru it,normal
<user> hitler literally killed off <number> <number> of the world population of jews so who the badder bitch,normal
holy fuck i swear these white bitches can not fucking drive dawg 🤦 🏻 ‍ ♂️,normal
<user> <user> <user> except using drones to kill all those er younglings is that correct,normal
currently listening to not any of that nigger rap shit,hatespeech
you looked like an old road whore hag back then i can only imagine how well you have aged on your cocaine and coon cum diet get some troll game cunt,hatespeech
<user> <user> using your theory let us take it to the conclusion murdering blacks is was not right but murdering whites today is also wrong as well brutal gang torture rape of white women in <number> still wrong,normal
<user> suspected illegal alien,normal
<user> u can argue the same for anyone else that been assaulted in a different way if u think all assault cases should not involve monetary settlement that <number> thing but the point is calling victims of rape prostitutes for settlement money is wrong and contributes to rape culture,normal
<user> bitch im screaming at the top of my lungs 😩,normal
lmao i go to retweet greg photo and this nigger got me damn socks on how 😂 😂 😂 🥴 😂 😂 😂 😂,normal
<user> some of me mates play in that division and i must say they all look malnourished 😋,normal
sitting here listening to phoebe bridget and reading the new <user> autobiography i am feeling very queer right now queer thoughts queer nights,normal
<user> is it wrong that i d pay fairly decent money to see him being raped by a labrador 🤔 and if it is is it more wrong than <number> dead due to tory austerity 🤔,normal
<user> <user> i saw them and loved them 😍 i was like dino has made it now he can live on easy street 😇 😍,normal
black people in ny have let so much goody behavior slide you all got a mexican infiltrating black gangs got white latinas talking bout being black is a vibe all that tough talk you all do and that how you all moving the ghetto,normal
he said you can do that where them white people be at not here milestone,normal
no muzzies where i live buddy and certainly no mexicans,offensive
tonight on nbc chicongo justus an innocent moslem is murdered if the show was realistic there wouldnt be any white criminals in chicongo ban islam,hatespeech
the chief is the problem bull dyke liberal she is allowing violence and must be removed,offensive
saying muslimes are people is like saying taylor swift has talent she does not and they are not,hatespeech
the muzzies already made us realize that 😜,offensive
<user> it more important to teach people how not to be disparate than to teach them not to steal sad story about your mother young men were raped in that time too as property,normal
<user> yuh we nigga ima cowboys fan unlike ur patriot faggot ass,offensive
<user> we dont have the ability to process refugees because of the flood of illegal immigrants,normal
a white man callin me brotha is way more offensive than them just callin me a nigger,normal
<user> just fucking animals if women do not do as they say they will be raped and worse cut off his dick and let his ass bleed out they his ass suffer for the crime,normal
guilty as fuckin charged fuck dat white bitch,normal
blow up some buildings blow up a marathon rape women and murder a bunch of queers in a club stay all you want expose a democrat e mail conversation get the fuck out of the country liberal logic,normal
<user> <user> <user> <user> this girl is retarded i swear to god 😂 😂 😂 😂 all her arguments collapse halfway 😂 😂,normal
<user> <user> <user> <user> you called them white nationalists and racists when you are the only one bringing up skin color here put down the racism bud try being just an american for once,normal
you degenerated kike fuck you stole the land from palestinians israel was never a country asshole,hatespeech
mussie ohell created funded armed isis tried to destroy america <number> years in the pit of his incompetent hell christians prayed for god to heal our land god blessed this land ans trump the media whores and both parties hate him because elected by revolution voters who want america and god first,hatespeech
fuck splc and every filthy kike on planet earth,hatespeech
europeans are givin it away the hajis are there to stay the euro thot opens her twat for any shitskin that ain t gay,hatespeech
makes me want to puke so fucking tired of this moslem shite appeasement,hatespeech
<user> places where white people are discriminated against south africa the middle east anywhere that is not europe or north america,normal
<user> <user> <user> <user> <user> big problem for you since you think they all look alike,normal
pretty sure reducing an entire language of a culture to meaningless vowel gibberish akin to ching chong ding dong is fucking racist my guy whether it intended or not is fucking irrelevant,normal
go fucking kill yourself $trx is so much better than $bnb,normal
open invitation to all queers to my christian island republic for public death 1 fags,hatespeech
where is the dignity as muslims people are being killed women being raped by the indian army why cant you guys say anything when the whole world is talking about this issue,normal
could you even imagine how many crimes there are that these mexican invaders have covered up by the kike media i can not even begin to theoretically comprehend how bad it is,hatespeech
he was voted in by christians too khan was put up for mayor <number> he got a london accent <number> he light skinned pr job and white liberals said yes give the paki a chance well done liberals hope your next to be robbed knifed shot,offensive
figures a fat coon liberal,hatespeech
last time i checked it was the alt right that got trump in office kike do not act like you do not know that,hatespeech
fuck nigga call blocked me 😂 😂,normal
the only spic i d stick my dick in tbh,hatespeech
monday is a holiday for a nigger who was a communist and liked to have sex with very young girls he is honored what about washington and lincoln they used to have holidays but now its lumped together as presidents day cuz their white,hatespeech
is it gay if i love both of my best friends and we are also all dating,normal
he really thought eye was gonna move out his way tuh i swear boi dwights always tryna steal from blacks,normal
feel phylliscitations to daff mr hairwigger who has just hadded twinned little curls he was resting between horrockses sheets wailing for white warfare prooboor welsht breton,normal
i am tryna go find out the price on the boat my lil bitch act like megan thee stallion she ghetto and nasty she driving the boat 🗣 da baby is really nice 🔥 🤦 🏾 ‍ ♂️,normal
yadi is a fucking faggot,hatespeech
according to the bbc the eu to prevent crime terrorist attack carried out by 3 rd world non white mainly moslem immigrant in europe we need even more 3 rd world non white mainly moslem immigrant to come to europe,normal
when donald trump extend his moslem ban to include the whole of planet earth,normal
niglets find taste of shit disgusting more to come as this story develops mpc status updates,hatespeech
fox news houston reports a moslem woman was stabed by a non moslem once again it will be proved a fake stabing set up by cair,normal
made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles,normal
system some guy retards all of a cattery cats to make a pie or two,normal
dawson smith with a triple and a taylorville timeout shoes lead <number> <number> with <time> left,normal
only america would shut down the whole ass government over a fucking wall you all president retarded,offensive
this nigga tom brady finna have <number> rings,normal
que all patriots fans bitching about a great pass and catch,normal
jesus also negged an inbred canaanite whore by saying it wrong to give food meant for the children to the dogs that like walking up to a homeless starving nigger and saying nope you do not get this big mac nigger that for white kids,hatespeech
cooper dindu nuffin sick of these fucking refs,normal
<user> sounds a bit harsh you did not say anything hateful by any chance then again me dressed in a wig and calling the real me a faggot is now hate speech i am livid,normal
that diva munhoe gyal tweets excite aru that the life you all want,normal
nigga who ever said white caste is good is smoking wild dick them thangs taste like hot shit,normal
bitches be doing too much be cool hoe,offensive
and honestly i can not help but feel like if this was a white kid he would have been out on house arrest or some shit,normal
i saw a half nigger in a police uniform in a border town just south of the border i refused to speak to it,hatespeech
i am slut for attention,offensive
question has folklore of the days past ever caused violence in society violence anxiety cause violence in society story lessons past blame game judging art,normal
there so much community in the ghetto tho 😭 💗,normal
every man i have seriously dated is a light haired light eyes white boy with a lil facial hair who is somehow mechanically or technologically inclined,normal
if you think idris elba is british and richard spencer is not you are probably a stupid nigger incapable of realizing what british people are,hatespeech
<user> a qawwali played from loudspeakers on mosques when hindus were being raped killed and chased out of kashmir it was qawwals which burnt the godhra train qawwals who bomb ppl qawwali was played when some muslims attacked mumbai qawwals broke the amar jyoti brilliant,normal
<user> <user> <user> <user> when the majority of the world is not white and when your nation has a slim white majority it kinda hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive,normal
i am white trash and i say it proudly,normal
reason to not have kids getting hold of doctors is a fucking nightmare,normal
<user> <user> <user> <user> ludicrous great grandchildren of refugees are artificially and purposefully kept in refugee camps like all other refugee descendants they should be considered resettled where they are,normal
without getting into too much detail the greater seattle area yes its hell on earth isnt it i feel like stranger in my own city surrounded by illegals asians and muzzies,normal
<user> why will there be muslim refugees from muslim dominated bangladesh,normal
<user> bro its cod bruh still wack imagine playin cod on fingers lmao shit is retarded,normal
<user> this week in shitware computer aided pseudo phrenology with weak correlation let us see how this will and probably already has been misused will not be long before a smartphone app appears that predicts character traits based on social media data machine learning,normal
i am retarded i can never find my car in this lot,normal
i am not off you all dykes but it monday so i ain t worried about you all today,offensive
<user> she a stochastic terrorist wants white children beaten raped she pushing amplifying this violent provoking frame up fake hate crime for all it worth,normal
<user> um says the woman who openly and publicly called for violence and harassment on republicans 🤔 democraticlogic,normal
<user> na actually buddhist christian sikh jain and hindu all were refugees and were allowed by indian government so they are living here legally but bangladeshi illegal immigrants are not so that why he cleared the air that all those refugess will not be asked to leave,normal
<user> i fucking hate you lmao,normal
i feel sorry for these obviously mentally sick white people who are obviously emotionally and intellectually retarded,normal
<user> <user> i am not saying india is against the refugees or against the religion either india stand is we will accept refugees under our ability to serve them and under our constitutional law there no place in our society for infiltrator and illegal immigrants thx,normal
you know those women you see around that have that trailer trash made up look with the bad eye makeup messy bun padded bra and super skinny meth body yeah they are probably meth addicts — author unknown,offensive
<user> <user> very shamefull act ov a muslim country,normal
that because you never voted in a muzzo nigger before,hatespeech
called some nazi an american because of his intimations about the white race a term never used in hitler writings or that of any original nazi and one with a very different meaning than aryan race and he blocked me every time,normal
oh ya you do not think i am edgy i spend every day at a racecourse made of polytrack and live in a house full of white carpet,normal
guilty white hoe ass retarded bad female cops,offensive
if the jury is fucked up over that white whore retarded cop in texas then they need to get common sense they are spending too much time on the life of a worthless hoe that did not give a damn about jean life fuck that hoe to death hell,offensive
<user> true but no one gives a fuck about other activists of color not that i care much about it tbh im not too invested into this climate change stuff but just bc she white and retarded she gets the spotlight,normal
nothing royal about this wedding he is a bastard and she is a nignog halfbreed thot and a divorced catholic to boot it is notable that both the father of the bride and the father of the groom did not attend,hatespeech
<user> i agree but we have immigration courts in areas to process the scum and this is the way of matters for the moment we need to be tougher on beaners and other dregs and just eject them automatically after finding out their status as illegals,hatespeech
i have seen bull dykes that are far more masculine looking than that,offensive
why do not you at least him if you want me to add him you low agency nigger,hatespeech
hope someone had some bacon bits to put on the moslem,hatespeech
<user> no such thing as undocumented they are illegal aliens just like you are you committed immigration fraud tax fraud campaign finance fraud married your brother and broke up two families by having an affair with a white christian tic toc,normal
why do straight women be after me so hard man,normal
fuck you lame ass hoes,offensive
dykes love that lil black sports bra khaki pants combo,normal
big boory hoes for jinyoung and big tiddies hoes for jaebeom,offensive
told my little sister she need to leave me alone right this bitch gone say you need a boyfriend 😭 😂 she play too much,normal
my school talking abt how theyre a great place to be like they dont allow anti queer radical christians to spew hate on campus every semester,normal
<user> announced clerks <number> i am excited you need an extra on set someone to make sure porch monkey was taken back i am willing to come work,normal
<user> take ya nigger ass to bed,normal
i raped the jews because it diddled sarah palin,hatespeech
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> i hate you,normal
you pieces of cuck shit jew lovers voted in fat slobby dike merkel an dick haids in france sweden and uk so you all deserve muslim misery <number> <number> sorry for the few normal whites left in those countries,hatespeech
you all i got thrown in twitter jail for replying to <user> tweet about ivanka my reply was this utter white trash wtf,hatespeech
<user> delete your account you are part of the problem spreading fake hatecrimes look at all the hate you spread and fueled towards white children,normal
<user> <user> <user> and retarded,normal
i like it i can not wait to watch the kike dem leadership attempt to figure out who to run in <number> that will not completely piss off either blacks or squatamalans it keith elison v tom perez times one billion,offensive
more anti white nigger bullshit coming soon to a screen near you apple oprah to team up in creating original content fox news,hatespeech
lol a white knight defending a shitskin thot patrol,offensive
just one more psycho nigger who should be immediately dragged out by his heels and hanged in the courtyard slowly,hatespeech
the policy was wonderfully effective it succeeded in keeping insane kike with taco beaner last name nicholas cruz from suffering the fate of the school to prison pipeline everybody sing kumbaya kumbaya,hatespeech
hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide,hatespeech
<user> <user> cause i am black i sound like dumb and ghetto if that ain t the absolutely dumbest shit i have read today nope you sound dumb and ghetto cause you prob are white spanish it does not matter if you are dumb and ghetto skin do not matter lmao you though tho,normal
if you black and you keep screaming that ghetto you are what wrong with this country not white people,normal
<user> they must ve planted a white person brain in her like in get out,normal
<user> <user> <user> israel is the only democracy of m.e. with right humans from where no one muslim is refugee in eu the iranians in eu refugees are milions and often are very professionale and high education around israel the others states sharia jadh <number> virgins <number> wives shahid and bullshits same,normal
i think between a moslem cab driver a convicted drug dealer <number> other moslems at least that a moslem was responsible birminghamstani is like londonistan now a cesspit of moslem filth moab would be useful moslems are the problem,hatespeech
<user> my family considered going to toronto in november for a week long vacation but as white christians do not feel safe in doing so we might get arrested for our own safety,normal
<user> i am a hillbilly i loathe breitbart but i get it 🤣,normal
who would have thought my nigger ass would be eating some fucking california rolls lmao,normal
<user> did i forget to tell you about the white boy,normal
<user> <user> you have completely halted trying to fight what we are saying because its true all you have left is these haha look at these guys replies left you stupid poor white trash wigger fuck,offensive
i thought he was using trump as his defense from the lawsuit that the sheboon he got in the sumo match with filed,hatespeech
gay vs moslem,normal
make amuriker kike again and again and again and,hatespeech
pepsi has mudslime at the head and supports massive amnesty too,hatespeech
i m just gonna post porn and laugh at nigger jokes that <user> posts because trolls need love too shitposting internet trolls put trump in the white house lest we forget,hatespeech
<user> either failed in english or a faggot on these streets me i can not reply to such a stupid message tbh,offensive
im kinda retarded,normal
<user> i have to confess too i fucking hate you,normal
<user> ur not my fav i fucking hate you,normal
<user> issue is the young guys ain t playing which is retarded houston has not done shit hunt bigg ass can go stewart needs to sit down mohammed playing way to much and doing nothing,offensive
<user> here is more · <user> mute me thanks nigger,hatespeech
only fools think any kike is on the side of whites that foes triple for jewfags,hatespeech
it ll work as long as you only arm the whites the niglets would just shoot all the white kids if they had guns,hatespeech
<user> i saw one the other way in awstun tonight looked like a fat dyke with stubble completely wrong bone structure,hatespeech
we have another one white knighting for a cam whore mudshark,hatespeech
<user> you can wait till the weekend when your cowboys get raped,normal
a little bit of nail varnish and lipstick does not queer masculinity if you are still calling women who disagree with you hags bitches sluts whores etc being a misogynist is very masculine of you,normal
<user> police will not help you when violence happens under swedish model if you are raped or hurt they say that normal you should just leave sexwork so we can not go to the police for help she says choking back tears we have less money more violence and more health problems,normal
forgive ne bit isnt the uk <percent> white like south africa is <percent> black shes a bit racist i think toward white ppl although shes attempting to appear impartial what chance have we got when ppl like her are disingenuous gmb <user>,normal
<user> <user> <user> bts young forever white version and superm united version <user> <user>,normal
<user> <user> <user> <user> <user> i did not even hear that like she reaching cause she wants to look like a woke white person and all the people who liked her reply are stupid 💀,normal
<user> i love faggots and i love being queer i wear my rainbow stripes loud and motherfucking proud 🌈,normal
<user> <user> <user> it is dead on the money i will give you that but i do not like that at first glance it could appear to be patriotic they are entirely un american and their party name should reflect that what about the white trash party,normal
blackpill they are still having babies someone call bill gates operation sterilize the beaners has failed,hatespeech
i kike the idea of an uncensored social media app but why no iphone app why is not there more advertising there also needs to be something more unique about it other than free speech,normal
the scorning gook of r a c i a l a w a r e n e,hatespeech
adl kikes team with jewoogle and all right wing sites get attacked or shut down this will not stop us it will only make us stronger and bring more attention to you kike terrorist free dailystormer,hatespeech
<user> true but gay people are still beaten and killed at a high rate lgbtq children are the largest group of homeless youth and gay people where some of the first killed during the holocaust being gay was also illegal but n this country until pretty recently,normal
<user> <user> <user> what mother fucker your white ass think his black ass playing with your white asses wigger please he dead ass that a no go my ass would cancel that show just to be safe and protect everyone asses in that town <user> out here saving lives,offensive
kurotsuchi me fuck you you ugly asshole i hate you,normal
fuck war fuck bullying fuck cancer fuck racism fuck sexual harassment fuck depression fuck anxiety fuck school and bills fuck corruption fuck white supremacy fuck violence,normal
<number> announcement that fucking kike drudge just gave me the biggest blue balls,hatespeech
0 u0 lmao wow fuck you too 😂 😂,normal
when will this obnoxious spic moron finally be deported he is raving like a lunatic,hatespeech
first thing white ppl tend to say to me after they did some usual self entitled bs is i hope you do not mind but i went ahead and yes sophie i do fucking mind do not try and save grace with your fake smile now i hate you lol,normal
there a special contingent of young white leftist women who seethe with contempt towards older women while ignoring poc just say you hate your mom and go,normal
<user> <user> do not think she fetishizing she from toledo nuthin but meth addict white trailer trash there,offensive
<user> can you imagine the media and public outrage if that had instead been some white trailer trash harassing people going to a pride parade or to a climate change strike i guess the alt left only believes in diversity and tolerance when it comes to their causes,offensive
youre upset that fashy men think youre a disgusting shitskin you take a shower yet i can smell your paki stench from here,hatespeech
have been suspended four times by twitter always when content said something re moslems but truth also seeing that second largest shareholder is a moslem prince alwaleed bin talal bin abdulaziz alsaud not surprising so have drifted into gab ai for a better time and no moslem appeasement hope,normal
i have not paid attention to this cunt at all but whatever conceivable sexcapades she may or may not have gotten up to with trump they can not be nearly as gross and degenerate as what faggot kike anderson cooper has done,hatespeech
organized nigger crime,hatespeech
before <number> <number> they were hanging out in strip clubs and drinking i guess it the muzzie version of a bachelor party,hatespeech
mfw spain is threatened by an isis goatfucker born in spain and we react with meme magic,hatespeech
tryin to be white had her nigger hair straightened if i were black these wanna bes would be the last i would trust,hatespeech
this coons constituents voted for her just to get her out of their district they were embarrassed by her so they took out the trash,hatespeech
i do believe that sheboon shit her britches,hatespeech
<user> shit i need a flamethrower 😂 kill all them mfs neph,normal
white bitches can not tell the difference between cornrows and braids,offensive
the bengals head coach is a fucking retard,offensive
<user> <user> <user> hell no you used americans tax payers money on illegal immigrants and now you want to claim a state of emergency you made this mess clean it up,normal
what we needed were <number> minute videos playing <number> <number> in <number> tv warning us about the evil hart celler kike change the people immigration scheme,hatespeech
