post_tokens,toxic_tokens,post_label
"['to', 'twitter', 'refugee', 'resettlement', 'specialist', 'absolute', 'brilliant', 'user', 'name']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['so', 'a', 'hollywood', 'actor', 'came', 'out', 'as', 'gay', 'to', 'distract', 'from', 'him', 'being', 'a', 'pedophile', 'imaginemyshock', 'png', 'looks', 'like', 'the', 'evil', 'snowpedodinosaur', 'was', 'right', 'about', 'something']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'white', 'man', 'are', 'the', 'true', 'illegal', 'immigrants']","[0, 0, 0, 0, 0, 0, 1, 1]",offensive
"['anyone', 'who', 'shouts', 'nigger', 'is', 'a', 'fkn', 'wanker', 'with', 'little', 'vocabulary', 'or', 'wit', 'to', 'have', 'an', 'adult', 'conversation', 'and', 'or', 'insult', 'someone', 'with', 'any', 'intelligence']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['major', 'advertisers', 'pull', 'ads', 'from', 'o', 'reilly', 'factor', 'after', 'harassment', 'report', 'hotpagenews', 'com', 'r', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'jews', 'are', 'the', 'real', 'nazis']","[0, 1, 1, 1, 1, 1]",offensive
"['savannah', 'has', 'no', 'plugs', 'it', 'sad', '😔', 'ima', 'have', 'to', 'take', 'over', 'this', 'lil', 'hillbilly', 'city']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",offensive
"['idgaf', 'let', 'the', 'dirty', 'sand', 'niggers', 'fight', 'it', 'out']","[0, 0, 0, 0, 1, 1, 0, 0, 0]",hatespeech
"['hts', 'has', 'stormed', 'the', 'islamic', 'court', 'in', 'ariha', 'thus', 'entering', 'ariha']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'memory', 'serves', 'ashkenazi', 'jews', 'and', 'east', 'asians', 'have', 'higher', 'average', 'iqs']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'agree', 'as', 'i', 'am', 'of', 'this', 'generation', 'i', 'can', 'not', 'wait', 'to', 'purge', 'the', 'kikes', 'commies', 'queers', 'and', 'niggers', 'from', 'this', 'nation']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",hatespeech
"['if', 'the', 'raghead', 'is', 'in', 'a', 'car', 'where', 'their', 'sounds', 'are', 'muffled', 'wonder', 'if', 'they', 'still', 'yell', 'that', 'or', 'do', 'they', 'roll', 'the', 'window', 'down']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['follow', '<user>', 'he', 'a', 'good', 'goy', 'who', 'physically', 'removes', 'antifa', 'and', 'frequently', 'gets', 'banned', 'from', 'kike', 'social', 'media', 'previous', 'post', 'was', 'wrong', 'account']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['well', 'at', 'least', 'they', 'have', 'no', 'fear', 'of', 'speaking', 'up', 'for', 'their', 'race', 'try', 'to', 'find', 'that', 'in', 'a', 'white', 'politician', 'jews', 'do', 'it', 'blacks', 'do', 'it', 'arabs', 'do', 'it', 'metizos', 'do', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['sad', 'how', 'we', 'teach', 'girls', 'how', 'to', 'not', 'get', 'raped', 'do', 'not', 'walk', 'at', 'night', 'carry', 'pepper', 'spray', 'do', 'not', 'trust', 'strangers', 'instead', 'of', 'teaching', 'boys', 'how', 'not', 'to', 'rape', 'respect', 'women', 'and', 'understand', 'concent', 'gender', 'forum']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'should', 'have', 'been', 'removed', 'the', 'last', 'time', 'he', 'threatened', 'this', 'but', 'making', 'laws', 'against', 'people', 'brown', 'people', 'black', 'people', 'gay', 'people', 'female', 'people', 'sick', 'people', 'poor', 'people', 'homeless', 'people', 'refugee', 'people', 'is', 'more', 'important', 'than', 'protecting', 'our', 'democracy', 'of', 'the', 'people', '<user>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'craziest', 'most', 'ghetto', 'shit', 'happens', 'in', 'my', 'neighborhood', 'man', '😂', '😂', '😭', '😭', '😭', 'jose', 'and', 'i', 'can', 'not', 'chill', 'in', 'his', 'car', 'and', 'talk', 'for', 'shit', 'these', 'white', 'ppl', 'are', 'wild']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['no', 'pedo', 'bashing', 'how', 'many', 'times', 'can', 'these', 'faggots', 'jump', 'the', 'shark']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['white', 'boys', 'think', 'listening', 'to', 'tupac', 'gives', 'them', 'a', 'n', 'word', 'pass']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['a', 'industry', 'dominated', 'by', 'not', 'only', 'whites', 'but', 'white', 'males', 'it', 'needs', 'to', 'be', 'diversified', 'tremendously']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'you', 'said', 'we', 'are', 'exposed', 'to', 'rape', 'culture', 'if', 'there', 'a', 'rape', 'culture', 'cultivated', 'by', 'men', 'surely', 'you', 'also', 'have', 'to', 'agree', 'that', 'there', 'also', 'a', 'golddigging', 'culture', 'amongst', 'women']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'no', 'dear', 'we', 'hate', 'you', 'because', 'you', 'ain', 't', 'true']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['he', 'just', 'pointing', 'out', 'that', 'niggers', 'are', 'gonna', 'nog', 'you', 'rastus', 'are', 'a', 'stupid', 'nigger', 'thinking', 'nazis', 'like', 'us', 'are', 'republicans', '🖕', '🏻', '🖕', '🏻', '🖕', '🏻', '🖕', '🏻', '🙆', '🏿', '\u200d', '♂️', '<user>']","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['with', 'all', 'the', 'violence', 'at', 'uc', 'berkeley', 'i', 'kinda', 'wonder', 'why', 'the', 'uc', 'police', 'have', 'not', 'started', 'shooting', 'people', 'yet', 'also', 'i', 'wonder', 'how', 'many', 'millions', 'of', 'breitbart', 'is', 'gonna', 'sue', 'for', 'and', 'i', 'wonder', 'if', 'trump', 'will', 'cut', 'their', 'funding', 'over', 'this']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'suspect', 'it', 'because', 'if', 'we', 'tried', 'to', 'shut', 'down', 'left', 'wing', 'speakers', 'with', 'violence', 'the', 'laws', 'against', 'assault', 'and', 'intimidation', 'would', 'actually', 'be', 'enforced', 'against', 'us']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['he', 'sounds', 'like', 'a', 'jewish', 'nigger']","[0, 0, 0, 0, 1, 1]",hatespeech
"['i', 'am', 'big', 'for', 'restorative', 'practices', 'but', 'this', 'bitch', 'really', 'thought', 'her', 'white', 'privilege', 'and', 'being', 'a', 'cop', 'was', 'gonna', 'get', 'her', 'off', 'fuck', 'her', 'amber', 'guyger', 'blm']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['foreign', 'did', 'you', 'note', 'the', 'shitskins', 'with', 'work', 'visas', 'censoring', 'white', 'americans', 'republicans', 'that', 'just', 'the', 'shit', 'workers', 'ads', 'sponsors', 'and', 'the', 'use', 'of', 'secret', 'filters', 'oh', 'boy', 'election', 'meddling', 'and', 'then', 'some']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['you', 'can', 'cry', 'all', 'you', 'want', 'if', 'a', 'nazi', 'fag', 'like', 'you', 'steps', 'on', 'my', 'timeline', 'they', 'get', 'butt', 'raped', 'just', 'like', 'you', 'were', '<user>']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",hatespeech
"['ind', 'wv', 'saw', 'south', 'africa', 'women', 'won', 'the', 'toss', 'and', 'decided', 'to', 'bowl', 'first']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'the', 'same', 'president', 'who', 'knows', 'africa', 'is', 'being', 'raped', 'and', 'plundered', 'is', 'the', 'same', 'person', 'signing', 'these', 'contracts', 'at', 'the', 'expense', 'of', 'ghana', '<user>', 'should', 'not', 'lament', 'about', 'this', 'yet', 'he', 'is', 'doing', 'nothing', 'about', 'it', 'in', 'fact', 'through', 'his', 'policies', 'he', 'continues', 'to', 'encourage', 'this', 'to', 'happen']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['seems', 'twitter', 'is', 'actively', 'checking', 'email', 'addresses', 'for', 'similar', 'one', 'to', 'accounts', 'they', 'have', 'banned', 'fascist', 'merkel', 'theresa', 'may', 'dirty', 'hands', 'on', 'this', 'shutting', 'down', 'anti', 'islam', 'criticism', 'whilst', 'still', 'letting', '<number>', 'moslem', 'jihadis', 'roam', 'uk', 'streets', 'if', 'it', 'not', 'deliberate', 'what', 'is']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['donald', 'trump', 'dolzeal', 'is', 'michael', 'jordan', 'and', 'gays', 'libtards', 'and', 'maga', 'scott', 'adams']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",offensive
"['this', 'article', 'pretends', 'it', 'the', 'right', 'doing', 'all', 'the', 'violence', 'and', 'intimidation', 'at', 'street', 'events']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['follow', '<user>', 'and', 'get', 'follow', 'back', 'shehnazians', 'bhai', 'ka', 'old', 'account', 'suspend', 'ho', 'gya', 'plz', 'follow', 'kro', 'sare', 'westandbyyousana']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<number>', 'dead', 'due', 'to', 'floods', 'this', 'week', 'in', 'houston', 'over', '<number>', 'dead', 'due', 'to', 'gun', 'violence', 'in', 'chicago', '<number>', 'hours', 'of', 'coverage', 'from', 'chicago', 'on', 'fox', 'or', 'cnn', 'or', 'oan', 'or', 'any', 'network', 'not', 'saying', 'there', 'should', 'be', 'gun', 'control', 'just', 'saying', 'there', 'is', 'no', 'news', 'control']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['talmud', 'jews', 'are', 'rebuilding', 'their', 'solomon', 'temple', 'really', 'the', 'temple', 'of', 'ba', 'al', 'for', 'their', 'coming', 'messiah', 'the', 'talmud', 'is', 'babylonian', 'and', 'the', 'muslims', 'are', 'too']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",hatespeech
"['this', 'mf', 'on', 'this', 'movie', 'just', 'said', 'what', 'do', 'we', 'call', 'her', 'the', 'lezbo', 'the', 'gay', 'girl', 'the', 'dyke', 'mother', 'fucker', 'how', 'bout', 'her', 'name']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['p', 'at', 'least', 'harvey', 'weinstein', 'only', 'raped', 'and', 'assaulted', 'the', 'gentiles', 'not', 'angelina', 'jolie', 'or', 'gwyneth', 'paltrow', 'so', 'he', 'still', 'a', 'good', 'jew', '😂']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['<user>', '<user>', 'so', 'if', 'an', 'animal', 'does', 'body', 'language', 'you', 'start', 'to', 'rape', 'it', 'also', '<number>', '<number>', 'years', 'old', 'they', 'do', 'not', 'understand', 'shit', 'about', 'sex', 'and', 'do', 'not', 'say', 'then', 'let', 'us', 'teach', 'them', 'that', 'not', 'the', 'point', 'kids', 'should', 'be', 'hanging', 'out', 'with', 'friends', 'and', 'playing', 'games', 'not', 'being', 'statutory', 'raped']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['consider', 'the', 'sorry', 'state', 'of', 'ca', 'we', 'have', 'a', 'commie', 'government', 'middle', 'class', 'ppl', 'r', 'leaving', 'and', 'eventually', 'the', 'imported', 'dreamers', 'will', 'try', 'to', 'burn', 'the', 'state', 'down', 'for', 'instance', 'a', 'wetback', 'illegal', 'has', 'just', 'been', 'appointed', 'to', 'a', 'government', 'position']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['photo', 'op', 'for', '<number>', 'useless', '<number>', 'kike', '<number>', 'white', 'trailer', 'trash', 'usa', 'trump', 'hating', 'motherfuckers', 'that', 'need', 'to', 'be', 'exterminated', 'immediately']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'global', 'patience', 'my', 'foot', 'where', 'was', 'global', 'patience', 'when', '<number>', 'lakhs', 'kashmiri', 'hindus', 'murdered', 'raped', 'and', 'driven', 'away', 'from', 'their', 'homes', 'by', 'jihadis', 'where', 'was', 'global', 'patience', 'when', 'stones', 'were', 'pelted', 'by', 'pak', 'proxies', 'and', 'jawans', 'murdered', 'by', 'paki', 'terrorists', 'everyday']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",offensive
"['<user>', 'absolutely', 'not', 'i', 'would', 'never', 'cast', 'aspersions', 'on', 'their', 'sick', 'twisted', 'perverted', 'evil', 'religion', 'just', 'call', 'them', 'wat', 'they', 'are', 'raghead', 'colostomy', 'bags']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['i', 'fully', 'support', 'a', 'race', 'war', 'to', 'kill', 'all', 'kikes', 'and', 'niggers']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",hatespeech
"['he', 'raped', 'her', 'where', 'ur', 'proof', 'jethro']","[0, 1, 0, 0, 0, 0, 0]",offensive
"['such', 'a', 'upstanding', 'citizen', 'this', 'nigger', 'so', 'much', 'talent', 'beating', 'his', 'pregnant', 'girlfriend']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['he', 'asked', 'me', 'if', 'i', 'wanted', 'one', 'and', 'i', 'tried', 'to', 'grab', 'one', 'but', 'then', 'he', 'proceeded', 'to', 'pull', 'it', 'out', 'of', 'my', 'hand', 'well', 'fuck', 'you', 'too']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['desert', 'fox', 'says', '<date>', '<number>', 'at', '<time>', 'what', 'would', 'you', 'expect', 'from', 'the', 'chicago', 'ghetto', 'people', 'and', 'the', 'no', 'clue', 'major', 'media', 'love', 'them', 'because', 'they', 'are', 'of', 'the', 'same', 'caliber']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'kur', 'lexon', 'nicen', 'smart', 'kur', 'nuk', 'e', 'lexon', 'retarded']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['literal', 'ghetto', 'theology']","[0, 1, 0]",offensive
"['an', 'afghani', 'immigrant', 'once', 'told', 'me', 'that', 'in', 'afghanistan', 'we', 'do', 'not', 'believe', 'in', 'fences', 'while', 'our', 'conversation', 'was', 'about', 'livestock', 'guardian', 'dogs', 'it', 'now', 'occurs', 'to', 'me', 'what', 'this', 'really', 'means', 'is', 'that', 'there', 'no', 'belief', 'in', 'protection', 'of', 'persons', 'or', 'property']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<number>', 'hours', 'remaining', 'of', 'my', '<number>', 'day', 'ban', 'on', 'twitter', 'my', 'next', 'move', 'is', 'to', 'completely', 'overwhelm', 'twitter', 'thought', 'police', 'with', 'hate', 'speech', 'allegations', 'for', 'everyone', 'who', 'is', 'a', 'kike', 'and', 'especially', 'the', 'adl']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'so', 'do', 'buddhists', 'so', 'do', 'hindus', 'sikhs', 'because', 'a', 'refugee', 'is', 'a', 'refugee', 'most', 'countries', 'thankfully', 'do', 'not', 'discriminate', 'accepting', 'refugees', 'based', 'on', 'the', 'religion', 'they', 'follow']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['he', 'shows', 'his', 'wetback', 'hating', 'colors', 'see', 'you', 'are', 'a', 'white', 'hater', 'do', 'not', 'worry', 'that', 'muzzie', 'will', 'see', 'the', 'gallows']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['we', 'lost', 'a', 'young', 'white', 'male', 'to', 'suicide', 'last', 'night', 'if', 'you', 'are', 'hurting', 'talk', 'to', 'someone', 'even', 'a', 'stranger', 'my', 'bros', 'reach', 'out', 'to', 'our', 'youth', 'let', 'them', 'know', 'they', 'matter', 'counteract', 'the', 'anti', 'white', 'vitriol', 'being', 'vomited', 'at', 'them', 'every', 'day']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['dan', 'made', 'me', 'watch', 'into', 'the', 'spider', 'verse', 'the', 'other', 'day', 'and', 'i', 'am', 'literally', 'going', 'to', 'kill', 'all', 'of', 'you', 'for', 'months', 'you', 'have', 'been', 'giving', 'me', 'spidergwen', 'this', 'and', 'spidergwen', 'that', 'but', 'none', 'of', 'you', 'told', 'me', 'about', 'fat', 'stupid', 'peter', 'parker']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'it', 'okay', 'to', 'be', 'white']","[0, 0, 0, 0, 0, 0]",normal
"['you', 'have', 'already', 'tried', 'the', 'standard', 'shit', 'i', 'see', 'here', 'daily', 'you', 'gonna', 'answer', 'or', 'try', 'and', 'kike', 'me', 'again', 'last', 'chance', 'bro', 'do', 'not', 'dance', 'with', 'fire', 'if', 'you', 'are', 'scared', 'of', 'being', 'burned']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['the', 'more', 'these', 'liberal', 'scum', 'are', 'raped', 'and', 'buggered', 'the', 'more', 'my', 'smile', 'widens', 'it', 'is', 'their', 'just', 'desserts', 'for', 'inflicting', 'their', 'filth', 'on', 'sociey', 'and', 'i', 'sincerely', 'hope', 'more', 'liberal', 'fucktards', 'and', 'politicians', 'are', 'raped', 'and', 'murdered', 'by', 'third', 'world', 'animals', 'they', 'bring', 'to', 'the', 'west', 'karma']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', '’', 'm', 'gay', 'so', 'if', 'my', 'man', 'flirting', 'or', 'cheating', 'with', 'a', 'bitch', 'i', 'think', 'is', 'ugly', 'he', '’', 'bugging', 'lmao']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'ok', 'let', 'me', 'send', 'some', 'illigal', 'jihadi', 'migrates', 'in', 'to', 'your', 'home']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['when', 'i', 'say', 'jew', 'like', 'i', 'mean', 'i', 'read', 'and', 'think', 'and', 'i', 'do', 'not', 'change', 'positions', 'like', 'all', 'you', 'christian', 'conservative', 'faggots', 'even', 'if', 'you', 'call', 'yourself', 'racialists', 'most', 'of', 'you', 'really', 'are', 'just', 'another', 'whitewashed', 'mewling', 'christian', 'cuntservative']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['they', 'average', 'more', 'in', 'cali', 'with', 'the', 'feeding', 'program', 'but', 'the', 'skunks', 'and', 'coons', 'eat', 'well', 'too']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['amber', 'guyer', 'ass', 'better', 'get', 'the', 'maximum', 'sentence', 'but', 'ik', 'her', 'white', 'ass', 'bout', 'to', 'skate', 'i', 'can', 'feel', 'it', 'in', 'my', 'spirit', '😒']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['how', 'do', 'you', 'who', 'live', 'in', 'the', 'south', 'of', 'ireland', 'feel', 'about', 'the', 'refugees', 'being', 'allowed', 'in', 'without', 'letting', 'the', 'irish', 'citizens', 'know', 'and', 'what', 'your', 'thoughts', 'on', 'that', 'foreign', 'leader', 'trying', 'to', 'make', 'abortion', 'legal', 'i', 'like', 'ireland', 'and', 'do', 'not', 'wanna', 'see', 'it', 'go', 'down', 'the', 'shitter']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['we', 'can', 'sieg', 'heil', 'whoever', 'we', 'want', 'into', 'office', 'and', 'it', 'sure', 'as', 'fuck', 'will', 'not', 'be', 'a', 'nigger', 'lover', 'ever', 'again']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",hatespeech
"['<user>', 'why', 'is', 'it', 'the', 'left', 'can', 'bring', 'up', 'charges', 'on', 'just', 'about', 'anyone', 'they', 'wish', 'and', 'the', 'right', 'sits', 'back', 'and', 'watches', 'can', 'the', 'senate', 'not', 'bring', 'charges', 'of', 'judiciary', 'misconduct', 'foreign', 'interference', 'slander', 'or', 'perhaps', 'harassment', 'against', 'them', 'maybe', 'the', 'abuse', 'of', 'power', 'for', 'the', 'past', '<number>', 'years']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'also', 'about', 'how', 'she', 'like', 'raped', 'the', 'principal', 'in', 'season', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
